[Rules.Rule-1].Name;Maximum decentralization
[StoryEvents.Event-81].Desc-Owner;Damn it! Some stalker started a fight in the %0:s area of ??the %1:s location! Our losses:
[StoryEvents.Event-81].Desc-NonOwner;Rumor has it that some unknown stalker has entered the battle on the territory of %0:s, location %1:s.
[StoryEvents.Event-82].Name;Evacuation
[StoryEvents.Event-82].Desc-Owner;Degtyarev and a group of military personnel evacuated from Pripyat by helicopter!
[StoryEvents.Event-82].Desc-NonOwner;The soldiers report that Degtyarev and a group of soldiers were evacuated from Pripyat by helicopter!
ScenarioName;The Last Hope. Call of Pripyat
ScenarioDescription;This scenario recreates the final part of the original game's plot. The scenario has a limited number of turns. You must capture all of Eastern Pripyat before Degtyarev and his detachment of Military personnel reach the extraction point. Diplomacy between the factions is close to canon.
ScenarioVictoryDescription;Victory conditions: capture all territories on the map and hold them for 1 turn.
ScenarioLoseDescription;Defeat conditions: lose all controlled territories or fail to meet the victory conditions within approximately 41 turns.
[Groups.monolith.:main].Spy1-Name;Newbie
[Groups.monolith.:main].Spy2-Name;Experienced
[Groups.monolith.:main].Spy3-Name;Veteran
[Groups.monolith.:main].Spy4-Name;Master
[Groups.monolith.:main].Name;Monolith
[Groups.monolith.:main].Description;Monolith is a faction that serves as the O-Consciousness' shield. Its primary goal is to protect the Zone from any external interference. It is extremely hostile to all other factions. Despite its superior weaponry, it has difficulty controlling its territory, as it is located in the northern part of the Zone.
[Groups.monolith.:main].DiplomacyText-Question-War;Find and eradicate!
[Groups.monolith.:main].DiplomacyText-Question-Neutral;The Monolith has commanded us to make peace with you. Do you agree or not?
[Groups.monolith.:main].DiplomacyText-Question-Alliance;The Monolith told us to become your friends.
[Groups.monolith.:main].DiplomacyText-Question-BreakAlliance;The Monolith is unhappy with our union!
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ask;By the will of the Great Monolith, we are sending you a request for a money transfer for our brothers in the following amount:
[Groups.monolith.:main].DiplomacyText-Ans-0-Down;Detect and eradicate! *The interlocutor has added you to the blacklist*
[Groups.monolith.:main].DiplomacyText-Ans-1-Down;Monolith would definitely not approve of this! *The interlocutor has removed you from their friends list*
[Groups.monolith.:main].DiplomacyText-Ans-1-No;You will know the wrath of the Monolith! *The interlocutor has left the chat*
[Groups.monolith.:main].DiplomacyText-Ans-1-Yes;And the day will come, and the Monolith will shine again in its glory! *The interlocutor has left the chat*
[Groups.monolith.:main].DiplomacyText-Ans-2-No;The Monolith definitely won't give its consent. *The interlocutor has left the chat*
[Groups.monolith.:main].DiplomacyText-Ans-2-Yes;Trust no one but Monolith and its brothers, no one. *The interlocutor has added you as a friend*
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ans-No;Monolith said to show no mercy to the infidels! *The interlocutor has excluded you from the chat*
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ans-Yes;The Monolith told me to show compassion to the blind and make you a money transfer.
[Groups.monolith.:main].DiplomacyText-Question-Neutral-No;Then we will find you and destroy you!
[Groups.monolith.:main].DiplomacyText-Question-Neutral-Yes;It couldn't be otherwise. Everything is by the will of the Great Monolith!
[Groups.monolith.:main].DiplomacyText-Question-Alliance-No;It is in vain that you do not follow the will of the Monolith.
[Groups.monolith.:main].DiplomacyText-Question-Alliance-Yes;Let our brothers rejoice and our enemies be terrified!
[Groups.monolith.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.monolith.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.monolith.:main].Text-End-Standart-Lose;The faction was completely destroyed, now the Zone will be divided between other factions. Defeat!
[Groups.monolith.:main].Text-End-Step-Lose;Time's up, you failed to gain control of the Zone. Defeat!
[Groups.monolith.:main].Text-End-EventFlag-Lose;Time's up, you failed to gain control of the Zone. Defeat!
[Groups.monolith.Anarchy].Text-End-Standart-Victory;"Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new ""War in the Zone"" is coming..."
[Groups.monolith.AntiZone].Text-End-Standart-Victory;"Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new ""War in the Zone"" is coming..."
[Groups.monolith.Control].Text-End-Standart-Victory;"Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new ""War in the Zone"" is coming..."
[Groups.monolith.Crime].Text-End-Standart-Victory;"Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new ""War in the Zone"" is coming..."
[Groups.monolith.Exploring].Text-End-Standart-Victory;"Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new ""War in the Zone"" is coming..."
[Groups.monolith.Growth].Text-End-Standart-Victory;Victory! The Monoliths have secured control of Eastern Pripyat. Not a single stalker squad sent out to scout has returned. Contact with them was lost before they even reached Eastern Pripyat. The Monoliths are shooting anyone attempting to enter this sector. Soon, Eastern Pripyat is completely closed to outsiders...
[Groups.monolith.Mercenary].Text-End-Standart-Victory;"Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new ""War in the Zone"" is coming..."
[Groups.monolith.Sectarianism].Text-End-Standart-Victory;Victory! The Monoliths have secured control of Eastern Pripyat. Not a single stalker squad sent out to scout has returned. Contact with them was lost before they even reached Eastern Pripyat. The Monoliths are shooting anyone attempting to enter this sector. Soon, Eastern Pripyat is completely closed to outsiders...
[Groups.monolith.Stability].Text-End-Standart-Victory;"Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new ""War in the Zone"" is coming..."
[Groups.monolith.Stalkers].Text-End-Standart-Victory;"Victory! The Monolith has secure control of the Zone. But that's only an appearance from the outside. Due to the lack of power from their psionic installations, people in the southern Zone are gradually regaining consciousness. Many are regaining their memories. In some places, clashes are brewing. Preachers are already reporting a rise in resistance. Entire units are refusing to obey orders. It appears they are planning to liberate their comrades in the north... A new ""War in the Zone"" is coming..."
[Groups.monolith.Unknow].Text-End-Standart-Victory;Victory! The Monoliths have secured control of Eastern Pripyat. Not a single stalker squad sent out to scout has returned. Contact with them was lost before they even reached Eastern Pripyat. The Monoliths are shooting anyone attempting to enter this sector. Soon, Eastern Pripyat is completely closed to outsiders...
[Groups.monolith.Zombie].Text-End-Standart-Victory;Victory! The Monolith is now safe. Soon, psi-radiation blanketed the entire Zone thanks to the increased number of emitters. Even the Cordon became dangerous. The government, while keeping mutants out of the Zone, no longer attempted to retake it...
[Groups.soldiers.:main].Spy1-Name;Newbie
[Groups.soldiers.:main].Spy2-Name;Experienced
[Groups.soldiers.:main].Spy3-Name;Veteran
[Groups.soldiers.:main].Spy4-Name;Master
[Groups.soldiers.:main].Name;Military
[Groups.soldiers.:main].Description;The Military is the state force within the Zone. They consider all living things within the perimeter to be their enemies, except for the Ecologists. They have excellent equipment for fighting any stalkers, but are ill-equipped to deal with the Zone's anomalous creatures.
[Groups.soldiers.:main].DiplomacyText-Question-War;Your presence in the Zone is now considered illegal. If caught, you'll be shot on the spot!
[Groups.soldiers.:main].DiplomacyText-Question-Neutral;Command believes we need to reduce operational activity. How about a ceasefire?
[Groups.soldiers.:main].DiplomacyText-Question-Alliance;Command believes we need an ally in the Zone to conduct operations. Do you agree?
[Groups.soldiers.:main].DiplomacyText-Question-BreakAlliance;We will no longer cooperate!
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ask;The government requires financial assistance for a new mansion for the general... Ahem. For... For the performance of special tasks in this amount. Can you help?
[Groups.soldiers.:main].DiplomacyText-Ans-0-Down;We'll grind you into dust!
[Groups.soldiers.:main].DiplomacyText-Ans-1-Down;How else should this be understood?
[Groups.soldiers.:main].DiplomacyText-Ans-1-No;No, we cannot turn a blind eye to your presence in the Zone.
[Groups.soldiers.:main].DiplomacyText-Ans-1-Yes;Okay, we'll turn a blind eye to your presence in the Zone...
[Groups.soldiers.:main].DiplomacyText-Ans-2-No;No, we cannot turn a blind eye to your presence in the Zone.
[Groups.soldiers.:main].DiplomacyText-Ans-2-Yes;The army needs an ally in the Zone. Okay, we agree.
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ans-No;No, we do not provide financial assistance!
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ans-Yes;Yes,our management has agreed to help you with finances.
[Groups.soldiers.:main].DiplomacyText-Question-Neutral-No;Refused? Well... That was a mistake!
[Groups.soldiers.:main].DiplomacyText-Question-Neutral-Yes;Excellent, it?s good that you agreed!
[Groups.soldiers.:main].DiplomacyText-Question-Alliance-No;Refused? Well... That was a mistake!
[Groups.soldiers.:main].DiplomacyText-Question-Alliance-Yes;Excellent, it?s good that you agreed!
[Groups.soldiers.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.soldiers.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.soldiers.:main].Text-End-Standart-Lose;The faction was completely destroyed, now the Zone will be divided between other factions. Defeat!
[Groups.soldiers.:main].Text-End-Step-Lose;Time's up, you failed to gain control of the Zone. You have been demoted. Defeat!
[Groups.soldiers.:main].Text-End-EventFlag-Lose;Time's up, you failed to gain control of the Zone. You have been demoted. Defeat!
[Groups.soldiers.Anarchy].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as it reviewed the documents from the laboratories, it decided to immediately classify everything. But some of the documentation somehow ended up in the public's hands. Weapons, human experiments, the reason for the Zone's creation... Now much of this has become public knowledge...
[Groups.soldiers.AntiZone].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. Weapons, human experiments, the reason for the Zone's existence... Now it will forever remain a secret... The new priority became the destruction of any manifestations of the Zone. The main target: mutants. Special teams armed with shotguns and flamethrowers were formed to exterminate any creature, even small rats. Eliminating the anomalous manifestations of the Zone is the new government order that must be carried out.
[Groups.soldiers.Control].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.soldiers.Control].Text-End-Standart-Lose;There are no military personnel left in the Zone... Now it's unknown how things will end without government forces. You are demoted for failure! Defeat!
[Groups.soldiers.Crime].Text-End-Standart-Victory;Victory! The government took control of the Zone. But corruption and neglect flourished. For some reason, there wasn't enough ammunition for raids against mutants, either because it was unusable or because the necessary supplies were out of stock. The perimeter guards weren't guarding, but rather collecting bribes to transport prohibited items, like artifacts. It's unclear what this lack of attention to the Zone will lead to, but it's unlikely to be anything good.
[Groups.soldiers.Exploring].Text-End-Standart-Victory;Victory! Government forces had taken control of the entire exclusion zone and were now rapidly restoring order. Ensuring the safety of research teams became a new priority. Various small units of special forces soldiers were formed for operations in particularly dangerous conditions. This was the name given to the underground complexes and laboratories, which, to the generals' surprise, turned out to be several times larger than initially anticipated. All information obtained was quickly classified, and the public knew only what the government told them about the Zone.
[Groups.soldiers.Growth].Text-End-Standart-Victory;Victory! The government took control of the Zone, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.soldiers.Growth].Text-End-Standart-Lose;There are no military personnel left in the Zone... Now it's unknown how things will end without government forces. You are demoted for failure! Defeat!
[Groups.soldiers.Mercenary].Text-End-Standart-Victory;"Victory! Government forces had taken control of the entire territory of Eastern Pripyat and were now rapidly restoring order. But corruption was rampant among the commanders. Some began to profit from dubious contracts with private firms. Various small detachments of soldiers formed, collecting artifacts and capturing mutants for private ""collectors."" Service or money? This was the question everyone was asking themselves..."
[Groups.soldiers.Sectarianism].Text-End-Standart-Victory;"Victory! Government forces had taken control of the entire exclusion zone and were now rapidly restoring order. But corruption was rampant among the commanders. Some began to profit from dubious contracts with private firms. Various small detachments of soldiers formed, collecting artifacts and capturing mutants for private ""collectors."" Service or money? This was the question everyone was asking themselves..."
[Groups.soldiers.Stability].Text-End-Standart-Victory;Victory! Government forces have taken control of the entire territory of Eastern Pripyat and are now rapidly restoring order. Various small units of special forces soldiers have been formed for operations in particularly dangerous conditions. This is the name given to the underground complexes and laboratories, which, to the generals' surprise, turned out to be several times larger than initially anticipated. All information obtained was quickly classified, and the public knew only what the government told them about the Zone.
[Groups.soldiers.Stalkers].Text-End-Standart-Victory;Victory! Government forces had managed to take control of the entire exclusion zone and were now rapidly restoring order. Various small units of special forces soldiers were formed for operations in particularly dangerous conditions. This was the name given to the underground complexes and laboratories, which, to the generals' surprise, turned out to be several times larger than initially anticipated. All information obtained was quickly classified, and the public knew only what the government told them about the Zone.
[Groups.soldiers.Unknow].Text-End-Standart-Victory;Victory! The government took control of Eastern Pripyat, and as soon as they reviewed the documents from the laboratories, they decided to immediately classify everything. The weapons, the human experiments, the reason for the Zone's creation... Now it will remain a secret forever...
[Groups.soldiers.Unknow].Text-End-Standart-Lose;There are no military personnel left in the Zone... Now it's unknown how things will end without government forces. You are demoted for failure! Defeat!
[Groups.soldiers.Zombie].Text-End-Standart-Victory;Victory! Now O-Consciousness is safe. Soon, psi-radiation covered the entire Zone thanks to the increased number of emitters. Even the Cordon became dangerous. The government, although didn't release mutants from the Zone, no longer tried to retake it...
