[Rules.Rule-1].Name;Maximum decentralization
[Groups.Duty.:main].DiplomacyText-Ans-2-Yes;Ri-i-ight, excellent, we have a deal!
[Groups.Duty.:main].DiplomacyText-RequestMoney-Ans-No;No, we cannot help at the moment.
[Groups.Duty.:main].DiplomacyText-RequestMoney-Ans-Yes;Very well, we will help you.
[Groups.Duty.:main].DiplomacyText-Question-Neutral-No;Oh, what a shame you refused!
[Groups.Duty.:main].DiplomacyText-Question-Neutral-Yes;Good, that's encouraging!
[Groups.Duty.:main].DiplomacyText-Question-Alliance-No;Oh, what a shame you refused!
[Groups.Duty.:main].DiplomacyText-Question-Alliance-Yes;Good, that's encouraging!
[Groups.Duty.:main].Text-End-Standart-Victory;Victory! The faction now controls Army Warehouses. Monolith has been pushed back to the Radar, and Freedom's plans to relocate their base to Army Warehouses have been thwarted. The situation has stabilized, but everyone knows it won't last long. Monolith will clearly attempt another push, but command cannot provide reinforcements yet as forces are concentrated on the Limansk breakthrough. We'll have to wait for now...
[Groups.Duty.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.Duty.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.Duty.:main].Text-End-Standart-Lose;Faction detachments were completely destroyed at Army Warehouses. It's now unknown what happens next, as pushing north through Limansk is impossible - the group sent there was wiped out, it's a hotspot now, and the faction has lost its foothold at the Warehouses... Irreplaceable losses. Defeat!
[Groups.Duty.:main].Text-End-Step-Lose;Time's up. You failed to gain control over Army Warehouses. Defeat!
[Groups.Duty.:main].Text-End-EventFlag-Lose;You failed to achieve the objectives! Defeat!
[Groups.Duty.AntiZone].Text-End-Standart-Victory;Victory! The faction now controls Army Warehouses. Monolith has been pushed back to the Radar, and Freedom's plans to relocate their base to Army Warehouses have been thwarted. The situation has stabilized, but everyone knows it won't last long. Monolith will clearly attempt another push, but command cannot provide reinforcements yet as forces are concentrated on the Limansk breakthrough. We'll have to wait for now...
[Groups.freedom.:main].Spy1-Name;Novice
[Groups.freedom.:main].Spy2-Name;Experienced
[Groups.freedom.:main].Spy3-Name;Veteran
[Groups.freedom.:main].Spy4-Name;Master
[Groups.freedom.:main].Name;Freedom
[Groups.freedom.:main].Description;Freedom - an anarchist faction that is hostile to government troops and research groups. Plans to make Army Warehouses its main base before advancing further north.
[Groups.freedom.:main].DiplomacyText-Question-War;Alright, man, get ready! We're comin' for you and your crew.
[Groups.freedom.:main].DiplomacyText-Question-Neutral;Dude, maybe we can call it a day, huh?
[Groups.freedom.:main].DiplomacyText-Question-Alliance;Hey man, how about an alliance? Whaddya think?
[Groups.freedom.:main].DiplomacyText-Question-BreakAlliance;Sorry, dude, but our paths diverge.
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ask;Hey, man! Freedom's runnin' low on free cash... Could you spare us an amount like this:
[Groups.freedom.:main].DiplomacyText-Ans-0-Down;Looks like coffins are gonna get expensive!
[Groups.freedom.:main].DiplomacyText-Ans-1-Down;O-o-oh... Got it, man, whatever.
[Groups.freedom.:main].DiplomacyText-Ans-1-No;Nah, we're not down with that.
[Groups.freedom.:main].DiplomacyText-Ans-1-Yes;Okay, we're cool!
[Groups.freedom.:main].DiplomacyText-Ans-2-No;Nah, dude, we're passin' on this one.
[Groups.freedom.:main].DiplomacyText-Ans-2-Yes;O-o-oh, sweet, it's a deal!
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ans-No;Man, nah, what? We ain't ready to drop that kinda cash right now...
[Groups.freedom.:main].DiplomacyText-RequestMoney-Ans-Yes;Dude, no problem! Already sent!
[Groups.freedom.:main].DiplomacyText-Question-Neutral-No;Man, that's bad news...
[Groups.freedom.:main].DiplomacyText-Question-Neutral-Yes;Dude, that's great news!
[Groups.freedom.:main].DiplomacyText-Question-Alliance-No;O-o-oh... Got it, man, whatever.
[Groups.freedom.:main].DiplomacyText-Question-Alliance-Yes;Man, that's awesome!
[Groups.freedom.:main].Text-End-Standart-Victory;Victory! The faction now controls Army Warehouses. Monolith has been pushed back to the Radar, and the Military at the Warehouses have been completely wiped out. The situation has stabilized, but everyone knows it won't last long. Monolith will clearly attempt another push, so command is accelerating the relocation of the base to Army Warehouses. It's expected this success can be developed further to push north through the Brain Scorcher. Currently, it's impossible to approach it. Someone needs to shut it down first, so we'll have to wait for now...
[Groups.freedom.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.freedom.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.freedom.:main].Text-End-Standart-Lose;Faction detachments were completely destroyed at Army Warehouses. It's now unknown what happens next, as pushing north through Limansk is impossible - the group sent there was wiped out, it's a hotspot now, and the faction has lost its foothold at the Warehouses... Plans to relocate the base north have gone up in smoke. Defeat!
[Groups.freedom.:main].Text-End-Step-Lose;Time's up. You failed to gain control over Army Warehouses. Defeat!
[Groups.freedom.:main].Text-End-EventFlag-Lose;Time's up. You failed to gain control over Army Warehouses. Defeat!
[Groups.Mercenaries.:main].Spy1-Name;Novice
[Groups.Mercenaries.:main].Spy2-Name;Experienced
[Groups.Mercenaries.:main].Spy3-Name;Veteran
[Groups.Mercenaries.:main].Spy4-Name;Master
[Groups.Mercenaries.:main].Name;Mercenaries
[Groups.Mercenaries.:main].Description;Mercenaries - a fairly secretive militarized faction specializing in fulfilling various contracts received both from within the Zone and from outside. Good weaponry, experienced fighters, and interests in Army Warehouses can allow the faction to firmly establish itself at this location.
[Groups.Mercenaries.:main].DiplomacyText-Question-War;A contract has been issued for you. Nothing personal. Just business.
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral;This war benefits neither of us. How about peace?
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance;Closer cooperation with you would be advantageous for us. Do you agree?
[Groups.Mercenaries.:main].DiplomacyText-Question-BreakAlliance;We will no longer cooperate with you.
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ask;We've had a couple of hiccups with certain contracts. We could use some financial assistance in the amount of:
[Groups.Mercenaries.:main].DiplomacyText-Ans-0-Down;We won't be doing any more business with you!
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-Down;Pity. You're missing out on your profit.
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-No;That's not advantageous for us right now.
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-Yes;Very well. We hope for a mutually beneficial partnership.
[Groups.Mercenaries.:main].DiplomacyText-Ans-2-No;That's not advantageous for us at the moment.
[Groups.Mercenaries.:main].DiplomacyText-Ans-2-Yes;Okay, that works for us.
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ans-No;We don't have many contract bonuses right now, so we can't help.
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ans-Yes;Alright, transferred.
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral-No;Refused? Fine then.
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral-Yes;Excellent, glad you agreed!
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance-No;Refused? Fine then.
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance-Yes;Excellent, glad you agreed!
[Groups.Mercenaries.:main].Text-End-Standart-Victory;Victory! The faction now controls Army Warehouses. It wasn't in the original plans, but the situation played out this way... Currently, this success is being assessed and plans are being drawn up to utilize such an excellent foothold. However, Monolith fighters on the Radar are unlikely to sit still - the Barrier must be reinforced. Other factions are unlikely to act right now as they're tied down in Limansk. This gives us a chance to catch our breath and prepare for subsequent engagements...
[Groups.Mercenaries.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.Mercenaries.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.Mercenaries.:main].Text-End-Standart-Lose;Faction fighters were completely wiped out at Army Warehouses. The contractors won't be pleased with this. The faction's reputation is on the line... Defeat!
[Groups.Mercenaries.:main].Text-End-Step-Lose;Time's up. You failed to gain control over Army Warehouses. Defeat!
[Groups.Mercenaries.:main].Text-End-EventFlag-Lose;You failed to achieve the objectives. Defeat!
[Groups.monolith.:main].Spy1-Name;Initiate
[Groups.monolith.:main].Spy2-Name;Fanatic
[Groups.monolith.:main].Spy3-Name;Veteran
[Groups.monolith.:main].Spy4-Name;Elite
[Groups.monolith.:main].Name;Monolith
[Groups.monolith.:main].Description;Monolith - a faction serving as the shield of the C-Consciousness. Main goal: protect the Zone from any external interference. Extremely hostile to all other factions. Despite superior weaponry, they struggle to advance on Army Warehouses as main forces are concentrated in Limansk.
[Groups.monolith.:main].DiplomacyText-Question-War;Locate and eradicate!
[Groups.monolith.:main].DiplomacyText-Question-Neutral;The Monolith commands us to make peace with you. Do you comply?
[Groups.monolith.:main].DiplomacyText-Question-Alliance;The Monolith decrees we shall become your allies.
[Groups.monolith.:main].DiplomacyText-Question-BreakAlliance;The Monolith is displeased with our alliance!
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ask;By the will of the Great Monolith, we submit a request for a funds transfer to our brethren in the amount of:
[Groups.monolith.:main].DiplomacyText-Ans-0-Down;Locate and eradicate! *Interlocutor has blacklisted you*
[Groups.monolith.:main].DiplomacyText-Ans-1-Down;The Monolith would never approve of this! *Interlocutor removed you from friends*
[Groups.monolith.:main].DiplomacyText-Ans-1-No;You shall know the wrath of the Monolith! *Interlocutor exited the chat*
[Groups.monolith.:main].DiplomacyText-Ans-1-Yes;And the day shall come when the Monolith shines once more in all its glory! *Interlocutor exited the chat*
[Groups.monolith.:main].DiplomacyText-Ans-2-No;The Monolith will surely not grant His consent. *Interlocutor exited the chat*
[Groups.monolith.:main].DiplomacyText-Ans-2-Yes;Trust no one but the Monolith and His brethren, no one. *Interlocutor added you to friends*
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ans-No;The Monolith commands no mercy for the faithless! *Interlocutor removed you from chat*
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ans-Yes;The Monolith commands pity for the blind and has ordered a funds transfer to you.
[Groups.monolith.:main].DiplomacyText-Question-Neutral-No;Then we shall find you and destroy you!
[Groups.monolith.:main].DiplomacyText-Question-Neutral-Yes;It could be no other way. All by the will of the Great Monolith!
[Groups.monolith.:main].DiplomacyText-Question-Alliance-No;You defy the will of the Monolith to your detriment.
[Groups.monolith.:main].DiplomacyText-Question-Alliance-Yes;May our brethren rejoice and our enemies tremble!
[Groups.monolith.:main].Text-End-Standart-Victory;Victory! The faction now controls Army Warehouses. The situation has stabilized, but everyone knows it won't last long. In Limansk, stalkers are pushing deep into faction territory. Therefore, Monolith fighters are redirecting their main forces there. There is also a threat of a certain stalker group breaking through to CNPP, so further southern advancement through Army Warehouses has been paused. We'll have to wait for now...
[Groups.monolith.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.monolith.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.monolith.:main].Text-End-Standart-Lose;Faction detachments were completely destroyed at Army Warehouses... And on top of that, fierce battles are raging in Limansk, where the faction is suffering massive losses. The situation is nearing catastrophe. Defeat!
[Groups.monolith.:main].Text-End-Step-Lose;Time's up. You failed to gain control over Army Warehouses. Defeat!
[Groups.monolith.:main].Text-End-EventFlag-Lose;You failed to achieve the objective! Defeat!
[Groups.mutants.:main].Spy1-Name;Novice
[Groups.mutants.:main].Spy2-Name;Experienced
[Groups.mutants.:main].Spy3-Name;Veteran
[Groups.mutants.:main].Spy4-Name;Master
[Groups.mutants.:main].Name;Mutants
[Groups.mutants.:main].Description;Faction not available in this version of the game.
[Groups.mutants.:main].DiplomacyText-Question-War;WOOF!!!!
[Groups.mutants.:main].DiplomacyText-Question-Neutral;Grrrrr!
[Groups.mutants.:main].DiplomacyText-Question-Alliance;GRRR!!!!
[Groups.mutants.:main].DiplomacyText-Question-BreakAlliance;GRRR!!!!
[Groups.mutants.:main].DiplomacyText-RequestMoney-Ask;Oink-oink?
[Groups.mutants.:main].DiplomacyText-Ans-0-Down;GRRR!!!!
[Groups.mutants.:main].DiplomacyText-Ans-1-Down;GRRR!!!!
[Groups.mutants.:main].DiplomacyText-Ans-1-No;GRRR!!!!
[Groups.mutants.:main].DiplomacyText-Ans-1-Yes;GRRR!!!!
[Groups.mutants.:main].DiplomacyText-Ans-2-No;GRRR!!!!
[Groups.mutants.:main].DiplomacyText-Ans-2-Yes;MEOW!!!!
[Groups.mutants.:main].DiplomacyText-RequestMoney-Ans-No;GRRR!
[Groups.mutants.:main].DiplomacyText-RequestMoney-Ans-Yes;Snort-snort!
[Groups.mutants.:main].DiplomacyText-Question-Neutral-No;Grrrrr!
[Groups.mutants.:main].DiplomacyText-Question-Neutral-Yes;Grrrrr!
[Groups.mutants.:main].DiplomacyText-Question-Alliance-No;GRRR!!!!
[Groups.mutants.:main].DiplomacyText-Question-Alliance-Yes;GRRR!!!!
[Groups.mutants.:main].Text-End-Standart-Victory;Victory! Hordes of monsters have overrun Army Warehouses. This territory has now become too dangerous. Even Monolith fighters no longer attempt to breach the Barrier. However, factions will not leave this situation as is and will likely attempt to reclaim the territory in the future.
[Groups.mutants.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.mutants.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.mutants.:main].Text-End-Standart-Lose;You were exterminated at Army Warehouses! Defeat!
[Groups.mutants.:main].Text-End-Step-Lose;Time's up, but mutants failed to claim Army Warehouses for themselves... Defeat!
[Groups.mutants.:main].Text-End-EventFlag-Lose;Defeat by event flag!
[Groups.soldiers.:main].Spy1-Name;Sergeant
[Groups.soldiers.:main].Spy2-Name;Lieutenant
[Groups.soldiers.:main].Spy3-Name;Captain
[Groups.soldiers.:main].Spy4-Name;Major
[Groups.soldiers.:main].Name;Military
[Groups.soldiers.:main].Description;Military - remnants of a combat unit entrenched at Army Warehouses. Attempting to secure evacuation from command, which holds an entirely opposite view of the situation. Excellent gear for engaging stalkers, but poorly adapted to anomalous Zone threats.
[Groups.soldiers.:main].DiplomacyText-Question-War;Your presence in the Zone is now deemed illegal. If caught, execution on sight!
[Groups.soldiers.:main].DiplomacyText-Question-Neutral;Command believes we should reduce operational activity. How about a ceasefire?
[Groups.soldiers.:main].DiplomacyText-Question-Alliance;Command believes we need an ally in the Zone for joint operations. Do you agree?
[Groups.soldiers.:main].DiplomacyText-Question-BreakAlliance;We will no longer cooperate!
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ask;Government forces require financial assistance for a new general's mansion... Ahem. For... For special operations in the amount of. Will you help?
[Groups.soldiers.:main].DiplomacyText-Ans-0-Down;We'll grind you to dust!
[Groups.soldiers.:main].DiplomacyText-Ans-1-Down;How exactly are we to interpret that?
[Groups.soldiers.:main].DiplomacyText-Ans-1-No;No, we cannot overlook your presence in the Zone.
[Groups.soldiers.:main].DiplomacyText-Ans-1-Yes;Alright, we will overlook your presence in the Zone...
[Groups.soldiers.:main].DiplomacyText-Ans-2-No;No, we cannot overlook your presence in the Zone.
[Groups.soldiers.:main].DiplomacyText-Ans-2-Yes;The army needs an ally in the Zone. Very well, we agree.
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ans-No;No, we do not provide financial assistance!
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ans-Yes;Yes, command has agreed to assist you financially.
[Groups.soldiers.:main].DiplomacyText-Question-Neutral-No;Refused? Well... That was a mistake on your part!
[Groups.soldiers.:main].DiplomacyText-Question-Neutral-Yes;Excellent, glad you agreed!
[Groups.soldiers.:main].DiplomacyText-Question-Alliance-No;Refused? Well... That was a mistake on your part!
[Groups.soldiers.:main].DiplomacyText-Question-Alliance-Yes;Excellent, glad you agreed!
[Groups.soldiers.:main].Text-End-Standart-Victory;Victory! The faction now controls Army Warehouses. Monolith has been pushed back to the Radar, and Freedom's plans to relocate their base to Army Warehouses have been thwarted. Communications with HQ have been restored, but no reinforcements are expected for now due to the fighting in Limansk. We'll have to wait for now...
[Groups.soldiers.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.soldiers.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.soldiers.:main].Text-End-Standart-Lose;Faction detachments were completely destroyed at Army Warehouses. It's now unknown what happens next, as pushing north through Limansk is impossible - the group sent there was wiped out, it's a hotspot now, and the Military have lost their foothold at the Warehouses... Defeat!
[Groups.soldiers.:main].Text-End-Step-Lose;Time's up. You failed to gain control over Army Warehouses. You are demoted. Defeat!
[Groups.soldiers.:main].Text-End-EventFlag-Lose;You failed to achieve the objective! Defeat!
[Groups.stalkers.:main].Spy1-Name;Novice
[Groups.stalkers.:main].Spy2-Name;Experienced
[Groups.stalkers.:main].Spy3-Name;Veteran
[Groups.stalkers.:main].Spy4-Name;Master
[Groups.stalkers.:main].Name;Loners
[Groups.stalkers.:main].Description;Loners - a voluntary union of stalkers at Army Warehouses with the goal of holding Monolith at the Barrier. Their advantage lies in a natural predisposition to artifact hunting, which can greatly improve financial standing in capable hands. The faction must define its developmental priorities.
[Groups.stalkers.:main].DiplomacyText-Question-War;We declare war on you!
[Groups.stalkers.:main].DiplomacyText-Question-Neutral;Time to end this bloodshed. We're ready for peace. Are you?
[Groups.stalkers.:main].DiplomacyText-Question-Alliance;We wish to form an alliance with you. Do you agree?
[Groups.stalkers.:main].DiplomacyText-Question-BreakAlliance;We are terminating the alliance!
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ask;We've hit some financial difficulties. Could use some help. We're looking for a sum like this:
[Groups.stalkers.:main].DiplomacyText-Ans-0-Down;You backstabbing rat! War it is, then!
[Groups.stalkers.:main].DiplomacyText-Ans-1-Down;So be it.
[Groups.stalkers.:main].DiplomacyText-Ans-1-No;We see no necessity for that at the moment.
[Groups.stalkers.:main].DiplomacyText-Ans-1-Yes;Yes, we agree to a ceasefire.
[Groups.stalkers.:main].DiplomacyText-Ans-2-No;We are not sure this is needed right now.
[Groups.stalkers.:main].DiplomacyText-Ans-2-Yes;Yes, we agree to cooperate.
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ans-No;Regrettably, we are not in a position to provide that amount at this time.
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ans-Yes;Alright, we will transfer that sum to you.
[Groups.stalkers.:main].DiplomacyText-Question-Neutral-No;It's a shame you refused!
[Groups.stalkers.:main].DiplomacyText-Question-Neutral-Yes;Good! We're glad you agreed!
[Groups.stalkers.:main].DiplomacyText-Question-Alliance-No;It's a shame you refused!
[Groups.stalkers.:main].DiplomacyText-Question-Alliance-Yes;Good! We're glad you agreed!
[Groups.stalkers.:main].Text-End-Standart-Victory;Victory! Faction fighters now control Army Warehouses, but although Monolith has been pushed back to the Radar, this clearly won't last long. We'll need to gather strength to hold them at the Barrier. They're expected to make new push attempts fairly soon, so preparations must start now, as Loners can't reach Limansk. Other factions are engaged in fierce battles there right now...
[Groups.stalkers.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.stalkers.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.stalkers.:main].Text-End-Standart-Lose;Faction detachments were completely destroyed at Army Warehouses. It's now unknown what happens next, as pushing north through Limansk is impossible - it's a hotspot now, and the faction has lost its foothold at the Warehouses... Defeat!
[Groups.stalkers.:main].Text-End-Step-Lose;Time's up. You failed to gain control over Army Warehouses. Defeat!
[Groups.stalkers.:main].Text-End-EventFlag-Lose;Time's up. You failed to gain control over Army Warehouses. Defeat!
