[Advisors.Advisor-Mutants-1].Name;Unknown
[StoryEvents.Event-Garbage2-6].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Garbage2-6].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Garbage2-7].Name;Scar Moves On
[StoryEvents.Event-Garbage2-7].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Garbage2-7].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Garbage2-8].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Garbage2-8].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Garbage2-8].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Garbage2-Advisor-1].Name;Avoska's Betrayal
[StoryEvents.Event-Garbage2-Advisor-1].Desc-Owner;Avoska betrayed us and was killed by the mercenary Scar... Information about our fighters was being leaked to the opposition. But no more of that.
[StoryEvents.Event-Garbage2-Advisor-1].Desc-NonOwner;A shootout occurred at %1:s location in which a certain Avoska died. It turns out this Avoska was leaking information about the Loners to the opposition, but now the spy is dead.
[StoryEvents.Event-Garbage2-9].Name;Scar Moves On
[StoryEvents.Event-Garbage2-9].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Garbage2-9].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Garbage2-10].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Garbage2-10].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Garbage2-10].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Garbage2-11].Name;Scar Moves On
[StoryEvents.Event-Garbage2-11].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Garbage2-11].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Garbage2-12].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Garbage2-12].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Garbage2-12].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Garbage2-13].Name;Scar Moves On
[StoryEvents.Event-Garbage2-13].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Garbage2-13].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Garbage2-14].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Garbage2-14].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Garbage2-14].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-1].Name;Scar Moves On
[StoryEvents.Event-Agroprom-1].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-1].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-2].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-2].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-2].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-3].Name;Scar Moves On
[StoryEvents.Event-Agroprom-3].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-3].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-4].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-4].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-4].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-5].Name;Scar Moves On
[StoryEvents.Event-Agroprom-5].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-5].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-6].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-6].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-6].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-7].Name;Scar Moves On
[StoryEvents.Event-Agroprom-7].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-7].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-8].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-8].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-8].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-9].Name;Scar Moves On
[StoryEvents.Event-Agroprom-9].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-9].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-10].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-10].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-10].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-Advisor-1].Name;Doctor
[StoryEvents.Event-Swamp-Advisor-1].Desc-Owner;We managed to contact the legendary stalker Doctor... He is now available to the Loners faction as a candidate for deputy faction leader.
[StoryEvents.Event-Swamp-Advisor-1].Desc-NonOwner;The Loners faction managed to contact the legendary stalker Doctor... He is now available to them as a candidate for deputy faction leader.
[StoryEvents.Event-Agroprom-11].Name;Scar Moves On
[StoryEvents.Event-Agroprom-11].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-11].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-12].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-12].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-12].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-13].Name;Scar Moves On
[StoryEvents.Event-Agroprom-13].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-13].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-14].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-14].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-14].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-AgropromUndeground-0].Name;Scar Moves On
[StoryEvents.Event-AgropromUndeground-0].Desc-Owner;Our fighters reported that water noises are coming from the lower levels in the %0:s territory at %1:s! It seems Scar managed to flood the lower levels.
[StoryEvents.Event-AgropromUndeground-0].Desc-NonOwner;Rumors say that the mercenary Scar managed to flood the lower underground levels at the %1:s location.
[StoryEvents.Event-AgropromUndeground-1].Name;Scar Moves On
[StoryEvents.Event-AgropromUndeground-1].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-AgropromUndeground-1].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-AgropromUndeground-2].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-AgropromUndeground-2].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-AgropromUndeground-2].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-15].Name;Scar Moves On
[StoryEvents.Event-Agroprom-15].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-15].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-16].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-16].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-16].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-17].Name;Scar Moves On
[StoryEvents.Event-Agroprom-17].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-17].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-18].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-18].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-18].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-19].Name;Scar Moves On
[StoryEvents.Event-Agroprom-19].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Agroprom-19].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Agroprom-20].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Agroprom-20].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Agroprom-20].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Yantar-1].Name;Scar Moves On
[StoryEvents.Event-Yantar-1].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-1].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Yantar-2].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Yantar-2].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Yantar-2].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Yantar-3].Name;Scar Moves On
[StoryEvents.Event-Yantar-3].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-3].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Yantar-4].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Yantar-4].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Yantar-4].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Yantar-5].Name;Scar Moves On
[StoryEvents.Event-Yantar-5].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Yantar-5].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Yantar-6].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Yantar-6].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Yantar-6].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Monolith-01].Name;Monolith's Awakening 1
[StoryEvents.Event-Monolith-01].Desc-Owner;If you are seeing this event, it's a bug in event Event-Monolith-01
[StoryEvents.Event-Monolith-01].Desc-NonOwner;If you are seeing this event, it's a bug in event Event-Monolith-01
[StoryEvents.Event-Monolith-02].Name;Monolith's Awakening 2
[StoryEvents.Event-Monolith-02].Desc-Owner;If you are seeing this event, it's a bug in event Event-Monolith-02
[StoryEvents.Event-Monolith-02].Desc-NonOwner;If you are seeing this event, it's a bug in event Event-Monolith-02
[StoryEvents.Event-Monolith-03].Name;Monolith's Awakening 3
[StoryEvents.Event-Monolith-03].Desc-Owner;If you are seeing this event, it's a bug in event Event-Monolith-02
[StoryEvents.Event-Monolith-03].Desc-NonOwner;If you are seeing this event, it's a bug in event Event-Monolith-02
[StoryEvents.Event-Monolith-04].Name;Monolith's Awakening 4
[StoryEvents.Event-Monolith-04].Desc-Owner;If you are seeing this event, it's a bug in event Event-Monolith-02
[StoryEvents.Event-Monolith-04].Desc-NonOwner;If you are seeing this event, it's a bug in event Event-Monolith-02
[StoryEvents.Event-Monolith-05].Name;Monolith's Awakening 5
[StoryEvents.Event-Monolith-05].Desc-Owner;If you are seeing this event, it's a bug in event Event-Limansk-Monolith-Check-05
[StoryEvents.Event-Monolith-05].Desc-NonOwner;If you are seeing this event, it's a bug in event Event-Limansk-Monolith-Check-05
[StoryEvents.Event-Monolith-06].Name;Monolith's Awakening 6
[StoryEvents.Event-Monolith-06].Desc-Owner;If you are seeing this event, it's a bug in event Event-Limansk-Monolith-Check-06
[StoryEvents.Event-Monolith-06].Desc-NonOwner;If you are seeing this event, it's a bug in event Event-Limansk-Monolith-Check-06
[StoryEvents.Event-Monolith-07].Name;Support
[StoryEvents.Event-Monolith-07].Desc-Owner;The Monolith demands decisive action from us! We must take control of the Limansk territories!
[StoryEvents.Event-Monolith-07].Desc-NonOwner;If you are seeing this event, it's a bug in event Event-Monolith-07
[StoryEvents.Event-Yantar-7].Name;Scar is on the move
[StoryEvents.Event-Yantar-7].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-7].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-8].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-8].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-8].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-9].Name;Scar is on the move
[StoryEvents.Event-Yantar-9].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-9].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-10].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-10].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-10].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-11].Name;Scar is on the move
[StoryEvents.Event-Yantar-11].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-11].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-12].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-12].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-12].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-13].Name;Scar is on the move
[StoryEvents.Event-Yantar-13].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-13].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-14].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-14].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-14].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-15].Name;Scar is on the move
[StoryEvents.Event-Yantar-15].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-15].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-16].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-16].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-16].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-17].Name;Scar is on the move
[StoryEvents.Event-Yantar-17].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-17].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-18].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-18].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-18].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-19].Name;Scar is on the move
[StoryEvents.Event-Yantar-19].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-19].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-20].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-20].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-20].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-21].Name;Scar is on the move
[StoryEvents.Event-Yantar-21].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-21].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-22].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-22].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-22].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-23].Name;Scar is on the move
[StoryEvents.Event-Yantar-23].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-23].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-24].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-24].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-24].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-PsyFix].Name;Cooling System
[StoryEvents.Event-Yantar-PsyFix].Desc-Owner;Our fighters reported that psi-emission at location %1:s has been significantly reduced! Scar managed to repair the cooling system.
[StoryEvents.Event-Yantar-PsyFix].Desc-NonOwner;Rumors say that mercenary Scar managed to repair the cooling system at location %1:s, and psi-emission has now noticeably decreased.
[StoryEvents.Event-Yantar-25].Name;Scar is on the move
[StoryEvents.Event-Yantar-25].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-Yantar-25].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-26].Name;Scar attacked the territory garrison
[StoryEvents.Event-Yantar-26].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Yantar-26].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Yantar-SpawnScientists].Name;Scientists Arrive
[StoryEvents.Event-Yantar-SpawnScientists].Desc-Owner;Due to recent events with the psi-installation, international organizations have decided to increase the scientific contingent in the Zone. We were forced to cede territory %0:s at location %1:s to them to avoid negative consequences.
[StoryEvents.Event-Yantar-SpawnScientists].Desc-NonOwner;Due to recent events with the psi-installation, international organizations have decided to increase the scientific contingent in the Zone. Territory %0:s at location %1:s has been handed over to them to serve as their main base.
[StoryEvents.Event-Yantar-InvasionScientists].Name;Scientists Arrive
[StoryEvents.Event-Yantar-InvasionScientists].Desc-Owner;Due to recent events with the psi-installation, international organizations have decided to increase the scientific contingent in the Zone. Our territory %0:s at location %1:s has become their target for a military operation.
[StoryEvents.Event-Yantar-InvasionScientists].Desc-NonOwner;Due to recent events with the psi-installation, international organizations have decided to increase the scientific contingent in the Zone. Territory %0:s at location %1:s has become their target for a military operation.
[StoryEvents.Event-RedForest1-1].Name;Scar is on the move
[StoryEvents.Event-RedForest1-1].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-RedForest1-1].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-RedForest1-2].Name;Scar attacked the territory garrison
[StoryEvents.Event-RedForest1-2].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-RedForest1-2].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Limansk-Freedom-Invasion].Name;Freedom Breakthrough
[StoryEvents.Event-Limansk-Freedom-Invasion].Desc-Owner;One of Freedom's squads managed to break through to us via some bypass routes. Our territory %0:s at location %1:s has become their target.
[StoryEvents.Event-Limansk-Freedom-Invasion].Desc-NonOwner;One of Freedom's squads managed to break through to territory %0:s at location %1:s via some bypass routes. A firefight ensued.
[StoryEvents.Event-Limansk-Duty-Invasion].Name;Duty Breakthrough
[StoryEvents.Event-Limansk-Duty-Invasion].Desc-Owner;One of Duty's squads managed to break through to us via some bypass routes. Our territory %0:s at location %1:s has become their target.
[StoryEvents.Event-Limansk-Duty-Invasion].Desc-NonOwner;One of Duty's squads managed to break through to territory %0:s at location %1:s via some bypass routes. A firefight ensued.
[StoryEvents.Event-RedForest1-3].Name;Scar is on the move
[StoryEvents.Event-RedForest1-3].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-RedForest1-3].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-RedForest1-4].Name;Scar attacked the territory garrison
[StoryEvents.Event-RedForest1-4].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-RedForest1-4].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Limansk-Mercenaries-Invasion].Name;Mercenaries Breakthrough
[StoryEvents.Event-Limansk-Mercenaries-Invasion].Desc-Owner;One of the Mercenaries' squads managed to break through to us via some bypass routes. Our territory %0:s at location %1:s has become their target.
[StoryEvents.Event-Limansk-Mercenaries-Invasion].Desc-NonOwner;One of the Mercenaries' squads managed to break through to territory %0:s at location %1:s via some bypass routes. A firefight ensued.
[StoryEvents.Event-RedForest1-5].Name;Scar is on the move
[StoryEvents.Event-RedForest1-5].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-RedForest1-5].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-RedForest1-6].Name;Scar attacked the territory garrison
[StoryEvents.Event-RedForest1-6].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-RedForest1-6].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Limansk-Soldiers-Invasion].Name;Military Breakthrough
[StoryEvents.Event-Limansk-Soldiers-Invasion].Desc-Owner;One of the Military squads managed to break through to us via some bypass routes. Our territory %0:s at location %1:s has become their target.
[StoryEvents.Event-Limansk-Soldiers-Invasion].Desc-NonOwner;One of the Military squads managed to break through to territory %0:s at location %1:s via some bypass routes. A firefight ensued.
[StoryEvents.Event-RedForest1-7].Name;Scar is on the move
[StoryEvents.Event-RedForest1-7].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
[StoryEvents.Event-RedForest1-7].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-RedForest1-8].Name;Scar attacked the territory garrison
[StoryEvents.Event-RedForest1-8].Desc-Owner;Our patrols encountered the mercenary known as Scar. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-RedForest1-8].Desc-NonOwner;Rumors say that mercenary Scar was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Limansk-Bandits-Invasion].Name;Bandits Breakthrough
[StoryEvents.Event-Limansk-Bandits-Invasion].Desc-Owner;One of the Bandits' squads managed to break through to us via some bypass routes. Our territory %0:s at location %1:s has become their target.
[StoryEvents.Event-Limansk-Bandits-Invasion].Desc-NonOwner;One of the Bandits' squads managed to break through to territory %0:s at location %1:s via some bypass routes. A firefight ensued.
[StoryEvents.Event-RedForest1-9].Name;Scar is on the move
[StoryEvents.Event-RedForest1-9].Desc-Owner;Mercenary Scar has been spotted in our territory %0:s at location %1:s. Our garrison let him through.
