[Form_Advisor].TitleText;Appointment of a new deputy commander of the faction's detachment
[Groups.bandits.Control].Text-End-Standart-Victory;Victory! Squads on the Garbage soon behaved less and less like they originally did. Crime decreased significantly. A strict hierarchy was introduced. The situation was most accurately described as a "Penal Battalion". It was decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize. The new "boss" managed to strike a deal with the Military, so a sudden raid is unlikely, but Bandits and Loners are constantly tense...
[Groups.bandits.Crime].Text-End-Standart-Victory;Victory! The faction regained control of the Garbage, but Boar's death led to decentralized power. The Garbage was taken over by a new local "boss" who decided to gather bandits around himself with a convenient base in the Depot, where the Bandit faction's base once stood long ago. Capturing the location is one thing, holding it is another. Loners and Duty are preparing for a new battle for the Garbage...
[Groups.bandits.Crime].Text-End-Step-Lose;"Time's up. The boys say you're no "boss" at all... Defeat!"
[Groups.bandits.Exploring].Text-End-Standart-Victory;A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.bandits.Growth].Text-End-Standart-Victory;A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.bandits.Growth].Text-End-Step-Lose;"Time's up. The boys say you're no "boss" at all... Defeat!"
[Groups.bandits.Mercenary].Text-End-Standart-Victory;A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.bandits.Sectarianism].Text-End-Standart-Victory;A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.bandits.Stability].Text-End-Standart-Victory;A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.bandits.Stalkers].Text-End-Standart-Victory;A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.bandits.Unknow].Text-End-Standart-Victory;A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.bandits.Unknow].Text-End-Step-Lose;"Time's up. The boys say you're no "boss" at all... Defeat!"
[Groups.bandits.Zombie].Text-End-Standart-Victory;A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.Duty.:main].Spy1-Name;Novice
[Groups.Duty.:main].Spy2-Name;Experienced
[Groups.Duty.:main].Spy3-Name;Veteran
[Groups.Duty.:main].Spy4-Name;Master
[Groups.Duty.:main].Name;Duty
[Groups.Duty.:main].Description;Duty - the faction's goal is to protect the world from the contamination of the Zone. A fairly powerful militarized faction. They hold only a single point on the Garbage location, but possess good weaponry and a predisposition to fighting mutants, which guarantees success in capable hands.
[Groups.Duty.:main].DiplomacyText-Question-War;You and your gang are a threat to the world. Time to deal with you!
[Groups.Duty.:main].DiplomacyText-Question-Neutral;We want to establish a ceasefire with you. Do you agree?
[Groups.Duty.:main].DiplomacyText-Question-Alliance;We propose an alliance. Together we could carry out a couple of operations against our enemies. Do you agree?
[Groups.Duty.:main].DiplomacyText-Question-BreakAlliance;We will no longer cooperate!
[Groups.Duty.:main].DiplomacyText-RequestMoney-Ask;Got any spare funds? Times are tough for us. We could use about this much:
[Groups.Duty.:main].DiplomacyText-Ans-0-Down;Understood. We'll cleanse the Zone of you too!
[Groups.Duty.:main].DiplomacyText-Ans-1-Down;Pity... but if you insist, so be it.
[Groups.Duty.:main].DiplomacyText-Ans-1-No;No, we definitely won't go for that right now.
[Groups.Duty.:main].DiplomacyText-Ans-1-Yes;We hope for further cooperation.
[Groups.Duty.:main].DiplomacyText-Ans-2-No;No, we definitely won't go for that right now.
[Groups.Duty.:main].DiplomacyText-Ans-2-Yes;Ri-i-ight, excellent, we have a deal!
[Groups.Duty.:main].DiplomacyText-RequestMoney-Ans-No;No, we cannot help at the moment.
[Groups.Duty.:main].DiplomacyText-RequestMoney-Ans-Yes;Very well, we will help you.
[Groups.Duty.:main].DiplomacyText-Question-Neutral-No;Oh, what a shame you refused!
[Groups.Duty.:main].DiplomacyText-Question-Neutral-Yes;Good, that's encouraging!
[Groups.Duty.:main].DiplomacyText-Question-Alliance-No;Oh, what a shame you refused!
[Groups.Duty.:main].DiplomacyText-Question-Alliance-Yes;Good, that's encouraging!
[Groups.Duty.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.Duty.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.Duty.:main].Text-End-Standart-Lose;The faction has been completely destroyed on the location. Now other factions will divide the Garbage among themselves. Defeat!
[Groups.Duty.:main].Text-End-Step-Lose;Time's up. You failed to gain control over the Garbage. Defeat!
[Groups.Duty.:main].Text-End-EventFlag-Lose;Time's up. You failed to gain control over the Garbage. Defeat!
[Groups.Duty.Anarchy].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views that were highly welcomed by the Freedom faction. Intelligence exchanges and trade deals have begun. Duty will certainly not tolerate such a rival in the south and will want to reclaim the location. But don't forget about Bandits and Loners, who also want to return to the Garbage...
[Groups.Duty.AntiZone].Text-End-Standart-Victory;Victory! The faction controls the location. The influx of artifacts and recruits has significantly increased, and mutants are being eradicated. Expanding into the Garbage greatly strengthened Duty and reinforced the leadership's belief that southern expansion should continue. Dark Valley is next on the agenda...
[Groups.Duty.Control].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views that favored the Military. Duty is tied up on other fronts, so this location is currently out of their focus, unlike Bandits and Loners, who will undoubtedly stage another "Battle for the Garbage"...
[Groups.Duty.Crime].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views of a criminal nature. Duty is already preparing punitive expeditions for a southern march to reclaim the location, while Bandits and Loners openly speak of an upcoming attempt to retake lost territories...
[Groups.Duty.Exploring].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views. A conflict is brewing between Duty and the Garbage squads. But don't forget about Bandits and Loners, who also want to return to the location...
[Groups.Duty.Growth].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views. A conflict is brewing between Duty and the Garbage squads. But don't forget about Bandits and Loners, who also want to return to the location...
[Groups.Duty.Mercenary].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views. A conflict is brewing between Duty and the Garbage squads. But don't forget about Bandits and Loners, who also want to return to the location...
[Groups.Duty.Sectarianism].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views. A conflict is brewing between Duty and the Garbage squads. But don't forget about Bandits and Loners, who also want to return to the location...
[Groups.Duty.Stability].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views. A conflict is brewing between Duty and the Garbage squads. But don't forget about Bandits and Loners, who also want to return to the location...
[Groups.Duty.Stalkers].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views. A conflict is brewing between Duty and the Garbage squads. But don't forget about Bandits and Loners, who also want to return to the location...
[Groups.Duty.Unknow].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views. A conflict is brewing between Duty and the Garbage squads. But don't forget about Bandits and Loners, who also want to return to the location...
[Groups.Duty.Zombie].Text-End-Standart-Victory;Victory! The faction controls the location, but squads on the Garbage now hold different ideological views. A conflict is brewing between Duty and the Garbage squads. But don't forget about Bandits and Loners, who also want to return to the location...
[Groups.stalkers.:main].Spy1-Name;Novice
[Groups.stalkers.:main].Spy2-Name;Experienced
[Groups.stalkers.:main].Spy3-Name;Veteran
[Groups.stalkers.:main].Spy4-Name;Master
[Groups.stalkers.:main].Name;Loners
[Groups.stalkers.:main].Description;A weak faction with strong potential. On the Garbage, the most influential stalker is Bes, who controls one of the key territories on the location. Gray's squad, second in influence on the Garbage, tries to protect the Depot from Bandits. If the stalkers manage to reorganize and unite, they have a chance to realize their strong potential and push other factions off the location.
[Groups.stalkers.:main].DiplomacyText-Question-War;We declare war on you!
[Groups.stalkers.:main].DiplomacyText-Question-Neutral;Time to end this bloodshed. We're ready for peace. Are you?
[Groups.stalkers.:main].DiplomacyText-Question-Alliance;We wish to form an alliance with you. Do you agree?
[Groups.stalkers.:main].DiplomacyText-Question-BreakAlliance;We are terminating the alliance!
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ask;We've hit some financial difficulties. Could use some help. We're looking for a sum like this:
[Groups.stalkers.:main].DiplomacyText-Ans-0-Down;You backstabbing rat! War it is, then!
[Groups.stalkers.:main].DiplomacyText-Ans-1-Down;So be it.
[Groups.stalkers.:main].DiplomacyText-Ans-1-No;We see no necessity for that at the moment.
[Groups.stalkers.:main].DiplomacyText-Ans-1-Yes;Yes, we agree to a ceasefire.
[Groups.stalkers.:main].DiplomacyText-Ans-2-No;We are not sure this is needed right now.
[Groups.stalkers.:main].DiplomacyText-Ans-2-Yes;Yes, we agree to cooperate.
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ans-No;Regrettably, we are not in a position to provide that amount at this time.
[Groups.stalkers.:main].DiplomacyText-RequestMoney-Ans-Yes;Alright, we will transfer that sum to you.
[Groups.stalkers.:main].DiplomacyText-Question-Neutral-No;It's a shame you refused!
[Groups.stalkers.:main].DiplomacyText-Question-Neutral-Yes;Good! We're glad you agreed!
[Groups.stalkers.:main].DiplomacyText-Question-Alliance-No;It's a shame you refused!
[Groups.stalkers.:main].DiplomacyText-Question-Alliance-Yes;Good! We're glad you agreed!
[Groups.stalkers.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.stalkers.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.stalkers.:main].Text-End-Standart-Lose;The faction has been completely destroyed on the location. Now other factions will divide the Garbage among themselves. Defeat!
[Groups.stalkers.:main].Text-End-Step-Lose;Time's up. You failed to gain control over the Garbage. Defeat!
[Groups.stalkers.:main].Text-End-EventFlag-Lose;Time's up. You failed to gain control over the Garbage. Defeat!
[Groups.stalkers.Anarchy].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage drafted a set of rules resembling those of Freedom, but with clear differences. The focus shifted to money rather than ideology due to the heavy artifact flow and key strategic location. But Duty has already announced a march to the Garbage to remove a dangerous neighbor that openly allies with their main enemy. Rumors even speak of growing Military attention toward the Garbage. Will Freedom's support be enough when Bandits and Loners also assert their claims on the location?
[Groups.stalkers.AntiZone].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage drafted rules similar to Duty's, but with clear differences. The focus shifted to money rather than ideology due to the heavy artifact flow and key strategic location. But Bandits have already announced a march to the Garbage to reclaim their "golden vein". Rumors even speak of growing Mercenary attention toward the Garbage. Will Duty's support be enough when Loners also assert their claims on the location?
[Groups.stalkers.Control].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage began to resemble a private military company. Ranks, strict hierarchy, and the presence of Military personnel led to access restrictions for other groups, including regular stalkers. Duty dislikes the situation but takes no action. Meanwhile, Loners and Bandits refuse to accept the loss of key routes and have already announced upcoming raids on the location. A new "Battle for the Garbage" is coming...
[Groups.stalkers.Crime].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage fractured due to a power struggle. Several shootouts resulted in casualties and a stalker exodus from the location, with remnants turning fully to crime and banditry. Duty and Loners have already announced they will bring order to the Garbage. Another "Battle for the Garbage" is coming...
[Groups.stalkers.Exploring].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage drafted rules resembling those of the Scientists, but with clear differences. The focus shifted to money rather than ideology due to the heavy artifact flow and key strategic location. But Mercenaries have already announced a march to the Garbage to claim the "golden vein". Rumors even speak of growing Freedom attention toward the Garbage. What can help when Bandits, despite Boar's death, also assert their claims on the location?
[Groups.stalkers.Growth].Text-End-Standart-Victory;Victory! Soon, free stalkers established a rule: no more factions on the Garbage, and anyone turning to banditry will be handed over to the Military at the Cordon. The Zone became open for study to all willing. And less dangerous.
[Groups.stalkers.Mercenary].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage drafted rules resembling those of the Mercenaries. But the Military has already announced a raid on the Garbage to destroy the newly growing faction. Rumors even speak of growing Freedom attention toward the Garbage. What can help when Bandits, despite Boar's death, also assert their claims on the location?
[Groups.stalkers.Sectarianism].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage drafted rules most commonly found in cults. But Duty has already announced a raid on the Garbage to destroy the newly growing faction. Rumors even speak of growing Military attention toward the Garbage. What can help when Bandits and Loners also assert their claims on the location?
[Groups.stalkers.Stability].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage drafted rules resembling those of the long-forgotten "Clear Sky". But Bandits, despite Boar's death, have already announced a raid on the Garbage to reclaim the "golden vein". Rumors even speak of growing Military attention toward the Garbage. What can help when Bandits and Loners also assert their claims on the location?
[Groups.stalkers.Stalkers].Text-End-Standart-Victory;Victory! Soon, a unified stalker group on the Garbage fractured due to a power struggle. Several shootouts resulted in casualties and a stalker exodus from the location, which Bandits and Duty immediately exploited, announcing their interests in the Garbage...
[Groups.stalkers.Unknow].Text-End-Standart-Victory;Victory! Soon, free stalkers established a rule: no more factions on the Garbage, and anyone turning to banditry will be handed over to the Military at the Cordon. The Zone became open for study to all willing. And less dangerous.
[Groups.stalkers.Zombie].Text-End-Standart-Victory;Victory! Now the C-Consciousness is safe. Soon psi-emission covered the entire Garbage thanks to an increased number of emitters. Even the Cordon became dangerous. Although the government did not let mutants out of the Zone, it no longer tried to reclaim it...
